projectName,entityName,pattern,metricValue,NOM,NOF,NORM,NSM,NSF,WMC,DIT,NSC,LCOM,SIX
xerces-2.10.0,org.apache.xerces.jaxp.DocumentBuilderFactoryImpl,factory,6,9.000000,5.000000,4.000000,0.000000,7.000000,45.000000,2.000000,0.000000,0.650000,0.889000
xerces-2.10.0,org.apache.xerces.dom.ParentNode,factory,9,34.000000,3.000000,15.000000,0.000000,1.000000,140.000000,3.000000,7.000000,0.467000,1.324000
xerces-2.10.0,org.apache.xerces.dom.TextImpl,factory,6,19.000000,0.000000,0.000000,0.000000,1.000000,92.000000,4.000000,2.000000,0.000000,0.000000
xerces-2.10.0,org.apache.xerces.parsers.NonValidatingConfiguration,factory,14,23.000000,13.000000,0.000000,0.000000,22.000000,83.000000,3.000000,0.000000,0.932000,0.000000
xerces-2.10.0,org.apache.xerces.jaxp.SAXParserImpl,factory,6,17.000000,9.000000,5.000000,0.000000,6.000000,34.000000,2.000000,0.000000,0.881000,0.588000
xerces-2.10.0,org.apache.xerces.dom.ChildNode,factory,2,8.000000,2.000000,5.000000,0.000000,1.000000,12.000000,2.000000,2.000000,0.500000,1.250000
xerces-2.10.0,org.apache.xerces.parsers.IntegratedParserConfiguration,factory,7,7.000000,3.000000,3.000000,0.000000,0.000000,18.000000,5.000000,0.000000,0.500000,2.143000
xerces-2.10.0,org.apache.xerces.parsers.XML11DTDConfiguration,factory,2,35.000000,36.000000,0.000000,0.000000,24.000000,134.000000,2.000000,0.000000,0.946000,0.000000
xerces-2.10.0,org.apache.xerces.parsers.StandardParserConfiguration,factory,10,7.000000,1.000000,0.000000,0.000000,20.000000,27.000000,4.000000,2.000000,0.000000,0.000000
xerces-2.10.0,org.apache.xerces.parsers.AbstractDOMParser,factory,2,46.000000,36.000000,33.000000,0.000000,15.000000,379.000000,3.000000,2.000000,0.825000,2.152000
xerces-2.10.0,org.apache.xerces.jaxp.validation.StreamValidatorHelper,factory,3,3.000000,5.000000,0.000000,0.000000,8.000000,17.000000,1.000000,0.000000,0.500000,0.000000
xerces-2.10.0,org.apache.xml.serialize.Serializer,factory,1,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,1.000000,0.000000,0.000000
xerces-2.10.0,org.apache.xerces.impl.xs.XMLSchemaLoader,factory,4,37.000000,23.000000,0.000000,4.000000,26.000000,193.000000,1.000000,0.000000,0.872000,0.000000
xerces-2.10.0,org.apache.xerces.dom.ElementDefinitionImpl,factory,2,5.000000,2.000000,1.000000,0.000000,1.000000,7.000000,4.000000,1.000000,0.500000,0.800000
xerces-2.10.0,org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl,factory,10,53.000000,18.000000,7.000000,16.000000,25.000000,313.000000,2.000000,0.000000,0.846000,0.264000
xerces-2.10.0,org.apache.xerces.dom.DocumentImpl,factory,13,60.000000,7.000000,26.000000,0.000000,1.000000,215.000000,5.000000,4.000000,0.842000,2.167000
xerces-2.10.0,org.apache.xerces.jaxp.DocumentBuilderImpl,factory,5,16.000000,8.000000,3.000000,0.000000,9.000000,42.000000,2.000000,0.000000,0.812000,0.375000
xerces-2.10.0,org.apache.xerces.dom.CoreDocumentImpl,factory,17,127.000000,21.000000,8.000000,2.000000,2.000000,372.000000,4.000000,1.000000,0.947000,0.252000
xerces-2.10.0,org.apache.xerces.dom.DocumentFragmentImpl,factory,10,5.000000,0.000000,1.000000,0.000000,1.000000,13.000000,4.000000,0.000000,0.000000,0.800000
xerces-2.10.0,org.apache.xerces.dom3.as.ASModel,factory,6,20.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,1.000000,0.000000,0.000000
xerces-2.10.0,org.apache.xerces.impl.xs.identity.Selector,factory,2,5.000000,3.000000,1.000000,0.000000,0.000000,5.000000,1.000000,0.000000,0.750000,0.200000
xerces-2.10.0,org.apache.xerces.impl.xs.opti.SchemaParsingConfig,factory,10,23.000000,19.000000,0.000000,0.000000,23.000000,104.000000,3.000000,0.000000,0.870000,0.000000
jgraph-5.13.0.0,org.jgraph.graph.CellViewFactory,factory,4,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000000
jgraph-5.13.0.0,org.jgraph.graph.GraphLayoutCache,factory,7,137.000000,28.000000,0.000000,2.000000,0.000000,485.000000,1.000000,2.000000,0.959000,0.000000
oscache-2.3,com.opensymphony.oscache.plugins.clustersupport.JMS10BroadcastingListener,factory,1,3.000000,4.000000,0.000000,0.000000,1.000000,9.000000,2.000000,0.000000,0.500000,0.000000
oscache-2.3,com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener,factory,6,3.000000,4.000000,0.000000,0.000000,1.000000,9.000000,2.000000,0.000000,0.500000,0.000000
